p1,p2,Winner
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Archers', 'Barbarians', 'Fireball', 'Royal Giant', 'Skeletons', 'Tesla', 'The Log', 'Zap']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Bats', 'Fireball', 'Miner', 'Spear Goblins', 'Tesla', 'The Log', 'Valkyrie', 'Wall Breakers']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Cannon', 'Fireball', 'Hog Rider', 'Ice Golem', 'Ice Spirit', 'Musketeer', 'Skeletons', 'The Log']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Archer Queen', 'Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p2
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Cannon Cart', 'Elite Barbarians', 'Elixir Collector', 'Heal Spirit', 'Mega Knight', 'Minion Horde', 'Rage', 'Wizard']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'Magic Archer', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Arrows', 'Fireball', 'Giant', 'Graveyard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton King', 'Witch']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Archer Queen', 'Knight', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Tornado', 'X-Bow']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Archer Queen', 'Arrows', 'Balloon', 'Barbarians', 'Lava Hound', 'Miner', 'Minions', 'Zap']",p2
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Balloon', 'Barbarian Barrel', 'Bowler', 'Electro Dragon', 'Freeze', 'Inferno Dragon', 'Lumberjack', 'Tornado']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Dark Prince', 'Goblin Giant', 'Mega Minion', 'Mini P.E.K.K.A', 'Mother Witch', 'Rage', 'Sparky', 'Zap']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Archer Queen', 'Bandit', 'Barbarian Barrel', 'Electro Wizard', 'Giant Snowball', 'Lightning', 'P.E.K.K.A', 'Ram Rider']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Archer Queen', 'Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Dark Prince', 'Electro Dragon', 'Fireball', 'Giant', 'Mega Minion', 'Miner', 'Prince', 'Zap']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Bats', 'Cannon Cart', 'Fireball', 'Goblin Cage', 'Mother Witch', 'Royal Hogs', 'Skeletons', 'The Log']",p2
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Archer Queen', 'Arrows', 'Balloon', 'Lava Hound', 'Lightning', 'Mega Minion', 'Minions', 'Tombstone']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Arrows', 'Baby Dragon', 'Bats', 'Clone', 'Flying Machine', 'Lava Hound', 'Lumberjack', 'Skeleton Army']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Cannon Cart', 'Dark Prince', 'Giant Snowball', 'Goblin Barrel', 'Princess', 'Rascals', 'Rocket', 'Spear Goblins']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Baby Dragon', 'Bomber', 'Golem', 'Lightning', 'Mega Minion', 'Mini P.E.K.K.A', 'Night Witch', 'Tornado']",p2
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Earthquake', 'Electro Wizard', 'Executioner', 'Hog Rider', 'P.E.K.K.A', 'Tornado', 'Valkyrie', 'Zap']",p1
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Archer Queen', 'Bandit', 'Barbarian Barrel', 'Electro Wizard', 'Lightning', 'P.E.K.K.A', 'Ram Rider', 'Royal Ghost']",p2
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Bandit', 'Bats', 'Fireball', 'Miner', 'Princess', 'Skeleton Army', 'Skeleton Barrel', 'Spear Goblins']",p2
"['Archer Queen', 'Cannon Cart', 'Goblin Cage', 'Mother Witch', 'Poison', 'Royal Hogs', 'Skeletons', 'The Log']","['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Inferno Tower', 'Knight', 'Princess', 'Rocket', 'The Log']",p1
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Archer Queen', 'Battle Healer', 'Electro Dragon', 'Elixir Golem', 'Fireball', 'Magic Archer', 'The Log', 'Tornado']",p1
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Bats', 'Fireball', 'Miner', 'Spear Goblins', 'Tesla', 'The Log', 'Valkyrie', 'Wall Breakers']",p1
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Arrows', 'Fireball', 'Goblin Cage', 'Graveyard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton King', 'Witch']",p2
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Archer Queen', 'Cannon', 'Fire Spirit', 'Fireball', 'Hog Rider', 'Ice Golem', 'Skeletons', 'The Log']",p1
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Archers', 'Electro Spirit', 'Fireball', 'Knight', 'Skeletons', 'Tesla', 'The Log', 'X-Bow']",p2
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeleton Army', 'The Log']",p2
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Archer Queen', 'Electro Spirit', 'Fisherman', 'Lightning', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']",p1
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Arrows', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Lava Hound', 'Miner', 'Skeleton Dragons', 'Zap']",p1
"['Arrows', 'Bats', 'Bowler', 'Goblin Hut', 'Graveyard', 'Skeleton Army', 'Skeleton King', 'Witch']","['Arrows', 'Bats', 'Giant', 'Mini P.E.K.K.A', 'Minion Horde', 'Skeleton Army', 'Sparky', 'Zap']",p2
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Balloon', 'Fireball', 'Goblin Cage', 'Ice Golem', 'Inferno Dragon', 'Mega Minion', 'Miner', 'Zap']",p2
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Balloon', 'Bats', 'Fireball', 'Hunter', 'Ice Golem', 'Lumberjack', 'Mega Knight', 'Zap']",p1
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Archer Queen', 'Bandit', 'Barbarian Barrel', 'Electro Spirit', 'Lightning', 'Mega Knight', 'Ram Rider', 'Royal Ghost']",p1
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Fire Spirit', 'Golden Knight', 'Miner', 'Poison', 'Royal Delivery', 'Skeletons', 'Tesla', 'The Log']",p2
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Bomber', 'Fire Spirit', 'Fireball', 'Goblin Drill', 'Inferno Tower', 'Skeleton Army', 'Valkyrie', 'Wall Breakers']",p2
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']",p1
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Electro Spirit', 'Fireball', 'Fisherman', 'Mega Minion', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']",p2
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Arrows', 'Balloon', 'Barbarians', 'Lava Hound', 'Lightning', 'Mega Minion', 'Skeleton Dragons', 'Tombstone']",p1
"['Baby Dragon', 'Barbarian Barrel', 'Dark Prince', 'Electro Wizard', 'Fireball', 'Graveyard', 'P.E.K.K.A', 'Tornado']","['Bandit', 'Dark Prince', 'Electro Wizard', 'Firecracker', 'Goblin Gang', 'Hog Rider', 'Mega Knight', 'Zap']",p2
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Archer Queen', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']",p1
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Arrows', 'Bats', 'Elite Barbarians', 'Giant', 'Giant Snowball', 'Graveyard', 'Musketeer', 'Skeleton Army']",p2
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Archer Queen', 'Bandit', 'Bats', 'Mega Knight', 'Miner', 'Poison', 'The Log', 'Wall Breakers']",p1
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Archer Queen', 'Electro Spirit', 'Fisherman', 'Lightning', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']",p1
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Archer Queen', 'Firecracker', 'Goblin Cage', 'Lightning', 'Royal Delivery', 'Royal Hogs', 'Skeletons', 'The Log']",p1
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Baby Dragon', 'Barbarian Barrel', 'Goblin Cage', 'Ice Wizard', 'Lightning', 'Mega Minion', 'Royal Giant', 'Tornado']",p2
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Balloon', 'Barbarian Barrel', 'Bomb Tower', 'Giant Snowball', 'Ice Golem', 'Miner', 'Musketeer', 'Spear Goblins']",p2
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Fire Spirit', 'Golden Knight', 'Miner', 'Poison', 'Royal Delivery', 'Skeletons', 'Tesla', 'The Log']",p1
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Balloon', 'Barbarians', 'Fireball', 'Lava Hound', 'Mega Minion', 'Skeleton Dragons', 'Tombstone', 'Zap']",p2
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Electro Spirit', 'Goblin Barrel', 'Princess', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']",p1
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Baby Dragon', 'Barbarian Barrel', 'Goblin Cage', 'Graveyard', 'Ice Wizard', 'Knight', 'Poison', 'Tornado']",p1
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Elite Barbarians', 'Goblin Giant', 'Heal Spirit', 'Mega Minion', 'Mother Witch', 'Rage', 'Sparky', 'Zap']",p1
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Dark Prince', 'Electro Spirit', 'Fisherman', 'Lightning', 'Mega Minion', 'Mother Witch', 'Royal Giant', 'The Log']",p1
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Baby Dragon', 'Barbarian Barrel', 'Electro Wizard', 'Giant Snowball', 'Golden Knight', 'Lightning', 'P.E.K.K.A', 'Ram Rider']",p1
"['Archer Queen', 'Fire Spirit', 'Hog Rider', 'Lightning', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']","['Archer Queen', 'Arrows', 'Dark Prince', 'Fireball', 'Goblin Cage', 'Graveyard', 'Inferno Dragon', 'Valkyrie']",p1
"['Archer Queen', 'Electro Giant', 'Fisherman', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Skeletons', 'Tornado']","['Arrows', 'Dark Prince', 'Fireball', 'Giant', 'Mega Minion', 'Minions', 'Prince', 'Zap']",p1
"['Archer Queen', 'Electro Giant', 'Fisherman', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Skeletons', 'Tornado']","['Arrows', 'Balloon', 'Bandit', 'Electro Wizard', 'Giant Skeleton', 'Mega Knight', 'Minion Horde', 'Rage']",p1
"['Archer Queen', 'Dark Prince', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'The Log']","['Arrows', 'Baby Dragon', 'Bats', 'Clone', 'Golem', 'Lumberjack', 'Night Witch', 'Skeleton Army']",p2
"['Archer Queen', 'Dark Prince', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'The Log']","['Barbarian Barrel', 'Electro Spirit', 'Fireball', 'Flying Machine', 'Goblin Cage', 'Royal Hogs', 'Royal Recruits', 'Zappies']",p1
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Archer Queen', 'Golem', 'Mega Minion', 'Mini P.E.K.K.A', 'Night Witch', 'Skeleton Army', 'Tornado', 'Zap']",p2
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Balloon', 'Fireball', 'Goblin Cage', 'Ice Golem', 'Inferno Dragon', 'Mega Minion', 'Miner', 'Zap']",p1
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Bats', 'Fireball', 'Miner', 'Spear Goblins', 'Tesla', 'The Log', 'Valkyrie', 'Wall Breakers']",p1
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Archer Queen', 'Bandit', 'Barbarian Barrel', 'Dark Prince', 'Fireball', 'Inferno Dragon', 'Mega Knight', 'Ram Rider']",p2
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Barbarian Barrel', 'Bowler', 'Giant Snowball', 'Golem', 'Graveyard', 'Inferno Dragon', 'Mega Minion', 'Tornado']",p1
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Archer Queen', 'Bandit', 'Barbarian Barrel', 'Dark Prince', 'Fireball', 'Inferno Dragon', 'Mega Knight', 'Ram Rider']",p1
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Archer Queen', 'Bandit', 'Battle Ram', 'Electro Wizard', 'Fireball', 'P.E.K.K.A', 'Royal Ghost', 'Zap']",p1
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Archer Queen', 'Bandit', 'Barbarian Barrel', 'Electro Wizard', 'Lightning', 'Mega Knight', 'Ram Rider', 'Royal Ghost']",p2
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Archer Queen', 'Fire Spirit', 'Goblin Cage', 'Lightning', 'Mother Witch', 'Royal Delivery', 'Royal Hogs', 'Skeletons']",p1
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Archer Queen', 'Bandit', 'Barbarian Barrel', 'Dark Prince', 'Fireball', 'Inferno Dragon', 'Mega Knight', 'Ram Rider']",p2
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Archer Queen', 'Baby Dragon', 'Barbarian Barrel', 'Goblin Cage', 'Golem', 'Lightning', 'Night Witch', 'Tornado']",p1
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeleton Army', 'The Log']",p1
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Electro Spirit', 'Goblin Barrel', 'Princess', 'Rocket', 'Skeletons', 'Tesla', 'The Log', 'Valkyrie']",p1
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Fire Spirit', 'Golden Knight', 'Miner', 'Poison', 'Royal Delivery', 'Skeletons', 'Tesla', 'The Log']",p1
"['Archer Queen', 'Electro Spirit', 'Fireball', 'Fisherman', 'Mother Witch', 'Royal Giant', 'Skeletons', 'The Log']","['Balloon', 'Barbarians', 'Fireball', 'Lava Hound', 'Mega Minion', 'Minions', 'Tombstone', 'Zap']",p1
